UTME    UTMN    DICT
281     2684    3621
241     2682    3621
249     2684    3621
247     2684    3621
248     2684    3621
287     2684    3621
244     2684    3621
240     2682    3621
246     2684    3621
245     2684    3621
242     2684    3621
243     2684    3621
238     2682    3621
239     2684    3621
241     2684    3621
240     2684    3621
243     2686    3621
242     2686    3621
248     2686    3621
252     2686    3621
260     2686    3621
263     2686    3621
285     2686    3621
284     2686    3621
283     2681    3621
282     2686    3621
280     2686    3621
278     2686    3621
277     2686    3621
276     2686    3621
275     2686    3621
272     2686    3621
271     2686    3621
270     2686    3621
269     2686    3621
268     2686    3621
267     2686    3621
266     2686    3621
264     2686    3621
265     2686    3621
262     2686    3621
261     2686    3621
259     2686    3621
238     2683    3621
274     2686    3621
258     2686    3621
256     2686    3621
257     2686    3621
253     2686    3621
254     2686    3621
255     2686    3621
250     2686    3621
273     2686    3621
251     2686    3621
249     2686    3621
247     2686    3621
246     2686    3621
244     2686    3621
245     2686    3621
279     2686    3621
283     2686    3621
239     2686    3621
241     2686    3621
240     2686    3621
238     2686    3621
287     2686    3621
281     2686    3621
286     2686    3621
238     2684    3621
237     2682    3621
237     2684    3621
285     2682    3621
242     2687    3621
244     2687    3621
243     2687    3621
248     2687    3621
284     2682    3621
251     2687    3621
246     2687    3621
255     2687    3621
283     2682    3621
285     2683    3621
258     2687    3621
282     2682    3621
238     2685    3621
241     2685    3621
240     2685    3621
239     2685    3621
243     2685    3621
287     2683    3621
246     2685    3621
245     2685    3621
244     2685    3621
248     2685    3621
247     2685    3621
249     2685    3621
251     2685    3621
256     2687    3621
280     2681    3621
254     2685    3621
255     2685    3621
253     2685    3621
257     2685    3621
256     2685    3621
258     2685    3621
283     2683    3621
259     2685    3621
262     2685    3621
261     2685    3621
263     2685    3621
265     2685    3621
264     2685    3621
266     2685    3621
279     2681    3621
282     2683    3621
269     2685    3621
270     2685    3621
271     2685    3621
272     2685    3621
273     2685    3621
274     2685    3621
287     2685    3621
276     2685    3621
278     2685    3621
277     2685    3621
279     2685    3621
280     2685    3621
281     2685    3621
282     2685    3621
280     2682    3621
284     2685    3621
283     2685    3621
281     2683    3621
286     2685    3621
285     2685    3621
284     2683    3621
281     2682    3621
278     2681    3621
252     2687    3621
261     2689    3621
259     2689    3621
259     2688    3621
260     2689    3621
260     2691    3621
258     2689    3621
260     2688    3621
256     2689    3621
257     2689    3621
258     2688    3621
255     2689    3621
256     2688    3621
250     2689    3621
257     2688    3621
246     2691    3621
245     2691    3621
244     2691    3621
255     2688    3621
249     2689    3621
241     2691    3621
248     2689    3621
247     2689    3621
246     2689    3621
273     2687    3621
245     2689    3621
244     2689    3621
250     2688    3621
243     2689    3621
242     2689    3621
251     2688    3621
241     2689    3621
249     2688    3621
247     2688    3621
248     2688    3621
275     2687    3621
246     2688    3621
244     2688    3621
286     2687    3621
267     2687    3621
245     2688    3621
243     2688    3621
242     2688    3621
285     2687    3621
241     2688    3621
274     2687    3621
288     2687    3621
291     2690    3621
289     2690    3621
290     2690    3621
285     2690    3621
288     2690    3621
287     2690    3621
282     2690    3621
284     2690    3621
281     2690    3621
287     2687    3621
279     2690    3621
276     2690    3621
278     2690    3621
273     2690    3621
275     2690    3621
274     2690    3621
271     2690    3621
269     2690    3621
266     2687    3621
268     2690    3621
267     2690    3621
284     2687    3621
266     2690    3621
264     2690    3621
272     2687    3621
263     2687    3621
265     2690    3621
262     2690    3621
263     2690    3621
270     2690    3621
261     2690    3621
272     2690    3621
259     2690    3621
260     2690    3621
258     2690    3621
277     2690    3621
256     2690    3621
257     2690    3621
250     2690    3621
280     2690    3621
283     2687    3621
248     2690    3621
247     2690    3621
283     2690    3621
249     2690    3621
246     2690    3621
245     2690    3621
286     2690    3621
244     2690    3621
243     2690    3621
242     2690    3621
292     2690    3621
241     2690    3621
282     2687    3621
271     2687    3621
271     2692    3621
277     2692    3621
276     2692    3621
275     2692    3621
282     2692    3621
281     2687    3621
264     2692    3621
289     2692    3621
288     2692    3621
292     2692    3621
290     2692    3621
291     2692    3621
286     2692    3621
285     2692    3621
287     2692    3621
284     2692    3621
283     2692    3621
281     2692    3621
280     2692    3621
279     2692    3621
278     2692    3621
273     2692    3621
264     2687    3621
274     2692    3621
280     2687    3621
270     2692    3621
272     2692    3621
270     2687    3621
244     2692    3621
269     2692    3621
268     2692    3621
267     2692    3621
265     2692    3621
266     2692    3621
263     2692    3621
289     2688    3621
262     2692    3621
286     2688    3621
285     2688    3621
243     2692    3621
288     2688    3621
242     2692    3621
241     2692    3621
287     2688    3621
279     2687    3621
284     2688    3621
283     2688    3621
282     2688    3621
281     2688    3621
280     2688    3621
279     2688    3621
269     2687    3621
276     2688    3621
278     2688    3621
276     2687    3621
277     2688    3621
291     2689    3621
289     2689    3621
273     2688    3621
290     2689    3621
275     2688    3621
286     2689    3621
285     2689    3621
288     2689    3621
274     2688    3621
287     2689    3621
271     2688    3621
284     2689    3621
283     2689    3621
272     2688    3621
282     2689    3621
242     2691    3621
243     2691    3621
281     2689    3621
270     2688    3621
280     2689    3621
247     2691    3621
248     2691    3621
249     2691    3621
278     2687    3621
279     2689    3621
269     2688    3621
276     2689    3621
277     2689    3621
268     2688    3621
278     2689    3621
261     2687    3621
275     2689    3621
292     2691    3621
267     2688    3621
261     2691    3621
262     2691    3621
263     2691    3621
265     2691    3621
264     2691    3621
266     2691    3621
267     2691    3621
274     2689    3621
272     2689    3621
264     2688    3621
271     2689    3621
284     2691    3621
270     2689    3621
265     2688    3621
262     2687    3621
283     2691    3621
282     2691    3621
269     2689    3621
281     2691    3621
280     2691    3621
268     2689    3621
266     2688    3621
279     2691    3621
276     2691    3621
287     2691    3621
285     2691    3621
286     2691    3621
288     2691    3621
290     2691    3621
289     2691    3621
291     2691    3621
267     2689    3621
278     2691    3621
273     2689    3621
277     2691    3621
266     2689    3621
263     2688    3621
268     2687    3621
273     2691    3621
275     2691    3621
264     2689    3621
274     2691    3621
270     2691    3621
265     2689    3621
262     2688    3621
272     2691    3621
271     2691    3621
263     2689    3621
269     2691    3621
268     2691    3621
262     2689    3621
261     2688    3621
277     2687    3621
265     2687    3621
272     2697    3621
271     2697    3621
269     2697    3621
268     2697    3621
282     2693    3621
280     2693    3621
266     2693    3621
281     2693    3621
279     2693    3621
264     2693    3621
276     2693    3621
278     2693    3621
265     2693    3621
293     2696    3621
294     2696    3621
292     2696    3621
289     2696    3621
290     2696    3621
291     2696    3621
286     2696    3621
285     2696    3621
288     2696    3621
284     2696    3621
283     2696    3621
282     2696    3621
277     2693    3621
281     2696    3621
280     2696    3621
279     2696    3621
276     2696    3621
278     2696    3621
277     2696    3621
273     2696    3621
275     2696    3621
274     2696    3621
270     2696    3621
272     2696    3621
271     2696    3621
268     2696    3621
269     2696    3621
267     2696    3621
273     2693    3621
263     2693    3621
274     2693    3621
262     2693    3621
275     2693    3621
270     2693    3621
292     2693    3621
272     2693    3621
293     2694    3621
292     2694    3621
291     2694    3621
285     2698    3621
289     2694    3621
283     2698    3621
282     2698    3621
290     2694    3621
281     2698    3621
280     2698    3621
279     2698    3621
276     2698    3621
286     2694    3621
291     2693    3621
278     2698    3621
277     2698    3621
273     2698    3621
275     2698    3621
284     2698    3621
285     2694    3621
274     2698    3621
288     2694    3621
269     2698    3621
287     2694    3621
284     2694    3621
289     2693    3621
283     2694    3621
282     2694    3621
281     2694    3621
280     2694    3621
290     2693    3621
271     2693    3621
279     2694    3621
276     2694    3621
278     2694    3621
277     2694    3621
286     2693    3621
273     2694    3621
275     2694    3621
274     2694    3621
294     2695    3621
293     2695    3621
270     2694    3621
285     2693    3621
269     2693    3621
292     2695    3621
291     2695    3621
272     2694    3621
289     2695    3621
290     2695    3621
271     2694    3621
286     2695    3621
285     2695    3621
269     2694    3621
288     2695    3621
287     2695    3621
268     2694    3621
288     2693    3621
284     2695    3621
283     2695    3621
267     2694    3621
282     2695    3621
281     2695    3621
266     2694    3621
280     2695    3621
279     2695    3621
264     2694    3621
276     2695    3621
278     2695    3621
265     2694    3621
287     2693    3621
268     2693    3621
277     2695    3621
273     2695    3621
263     2694    3621
275     2695    3621
274     2695    3621
270     2695    3621
293     2697    3621
292     2697    3621
272     2695    3621
271     2695    3621
269     2695    3621
284     2693    3621
285     2697    3621
268     2695    3621
284     2697    3621
267     2695    3621
283     2697    3621
282     2697    3621
266     2695    3621
281     2697    3621
280     2697    3621
279     2697    3621
276     2697    3621
277     2697    3621
278     2697    3621
273     2697    3621
275     2697    3621
274     2697    3621
270     2697    3621
283     2693    3621
267     2693    3621
281     2703    3621
280     2703    3621
275     2699    3621
274     2699    3621
281     2702    3621
280     2702    3621
279     2702    3621
276     2702    3621
278     2702    3621
277     2702    3621
275     2702    3621
281     2699    3621
280     2699    3621
279     2699    3621
276     2699    3621
281     2700    3621
280     2700    3621
278     2699    3621
279     2700    3621
276     2700    3621
278     2700    3621
277     2700    3621
275     2700    3621
274     2700    3621
277     2699    3621
281     2701    3621
280     2701    3621
279     2701    3621
276     2701    3621
278     2701    3621
277     2701    3621
275     2701    3621
274     2701    3621
273     2699    3621
200     2662    3701
208     2660    3701
208     2661    3701
210     2662    3701
203     2661    3701
200     2661    3701
210     2661    3701
206     2661    3701
204     2661    3701
205     2661    3701
207     2663    3701
201     2661    3701
205     2663    3701
203     2663    3701
209     2661    3701
207     2660    3701
208     2662    3701
201     2663    3701
204     2663    3701
199     2663    3701
199     2661    3701
208     2663    3701
210     2660    3701
209     2660    3701
202     2663    3701
209     2663    3701
201     2662    3701
200     2663    3701
202     2661    3701
210     2663    3701
209     2662    3701
206     2662    3701
204     2662    3701
202     2662    3701
205     2662    3701
207     2662    3701
203     2662    3701
206     2663    3701
199     2662    3701
207     2661    3701
206     2664    3701
202     2665    3701
203     2665    3701
205     2665    3701
202     2664    3701
204     2665    3701
207     2664    3701
209     2664    3701
201     2664    3701
203     2664    3701
200     2664    3701
203     2666    3701
204     2666    3701
205     2666    3701
206     2666    3701
204     2667    3701
203     2667    3701
208     2666    3701
206     2665    3701
205     2664    3701
204     2664    3701
207     2666    3701
208     2664    3701
208     2665    3701
209     2665    3701
207     2665    3701
194     2661    3702
195     2661    3702
192     2662    3702
190     2661    3702
189     2662    3702
192     2661    3702
193     2662    3702
188     2663    3702
193     2661    3702
194     2663    3702
196     2663    3702
189     2663    3702
191     2663    3702
187     2663    3702
190     2662    3702
192     2663    3702
195     2662    3702
190     2663    3702
195     2663    3702
193     2663    3702
191     2662    3702
194     2662    3702
188     2662    3702
191     2661    3702
191     2664    3702
193     2666    3702
195     2665    3702
195     2664    3702
193     2665    3702
188     2667    3702
192     2667    3702
191     2667    3702
196     2665    3702
194     2667    3702
192     2666    3702
187     2667    3702
194     2665    3702
193     2664    3702
193     2667    3702
194     2664    3702
189     2664    3702
192     2665    3702
190     2664    3702
192     2664    3702
188     2664    3702
187     2664    3702
191     2665    3702
191     2666    3702
195     2666    3702
194     2666    3702
187     2666    3702
186     2666    3702
191     2668    3702
192     2668    3702
187     2668    3702
193     2668    3702
196     2664    3702
196     2666    3702
198     2663    3703
200     2665    3703
198     2665    3703
200     2667    3703
198     2667    3703
199     2664    3703
196     2667    3703
197     2664    3703
198     2664    3703
202     2666    3703
201     2666    3703
200     2666    3703
199     2666    3703
197     2667    3703
201     2667    3703
201     2665    3703
199     2665    3703
197     2665    3703
200     2669    3703
197     2669    3703
198     2669    3703
197     2666    3703
198     2666    3703
201     2669    3703
199     2669    3703
199     2667    3703
201     2668    3703
202     2668    3703
200     2668    3703
199     2668    3703
197     2668    3703
198     2668    3703
202     2667    3703
200     2670    3703
199     2671    3703
199     2670    3703
197     2670    3703
196     2670    3703
200     2671    3703
200     2672    3703
199     2672    3703
203     2640    3704
204     2639    3704
201     2640    3704
203     2639    3704
204     2638    3704
201     2639    3704
200     2640    3704
202     2639    3704
203     2638    3704
202     2640    3704
199     2642    3704
198     2642    3704
198     2643    3704
202     2642    3704
200     2642    3704
200     2641    3704
201     2641    3704
199     2641    3704
202     2641    3704
210     2651    3705
208     2651    3705
206     2651    3705
206     2650    3705
208     2648    3705
207     2652    3705
209     2651    3705
203     2651    3705
208     2652    3705
216     2649    3705
206     2649    3705
204     2650    3705
207     2651    3705
208     2649    3705
206     2648    3705
205     2648    3705
210     2650    3705
211     2649    3705
207     2649    3705
209     2650    3705
206     2652    3705
205     2651    3705
209     2652    3705
210     2648    3705
210     2649    3705
209     2649    3705
204     2652    3705
209     2648    3705
207     2650    3705
208     2650    3705
205     2649    3705
207     2648    3705
211     2648    3705
203     2652    3705
205     2650    3705
204     2651    3705
209     2653    3705
208     2653    3705
194     2651    3706
195     2649    3706
197     2649    3706
198     2648    3706
196     2648    3706
195     2648    3706
198     2649    3706
199     2650    3706
199     2651    3706
198     2650    3706
197     2648    3706
196     2651    3706
193     2650    3706
197     2651    3706
197     2647    3706
196     2650    3706
196     2647    3706
195     2651    3706
198     2651    3706
193     2649    3706
194     2649    3706
197     2650    3706
194     2650    3706
199     2649    3706
195     2650    3706
196     2652    3706
195     2652    3706
196     2649    3706
194     2648    3706
195     2647    3706
207     2635    3707
208     2635    3707
207     2638    3707
206     2636    3707
210     2640    3707
207     2640    3707
209     2638    3707
205     2639    3707
204     2640    3707
208     2637    3707
208     2639    3707
206     2637    3707
207     2639    3707
207     2637    3707
205     2638    3707
207     2636    3707
208     2640    3707
209     2640    3707
210     2638    3707
206     2640    3707
205     2640    3707
209     2639    3707
205     2637    3707
208     2638    3707
206     2638    3707
209     2637    3707
210     2639    3707
206     2639    3707
206     2641    3707
207     2641    3707
208     2641    3707
210     2641    3707
205     2641    3707
204     2641    3707
209     2641    3707
183     2640    3708
186     2640    3708
187     2640    3708
184     2640    3708
182     2641    3708
184     2641    3708
183     2641    3708
185     2640    3708
184     2639    3708
185     2644    3708
187     2643    3708
187     2645    3708
192     2643    3708
189     2644    3708
188     2645    3708
183     2643    3708
185     2641    3708
190     2645    3708
186     2645    3708
186     2646    3708
184     2643    3708
186     2643    3708
190     2643    3708
184     2644    3708
186     2644    3708
191     2646    3708
189     2646    3708
185     2643    3708
191     2645    3708
184     2645    3708
189     2645    3708
186     2642    3708
187     2644    3708
192     2645    3708
191     2642    3708
190     2642    3708
188     2646    3708
188     2644    3708
188     2643    3708
187     2646    3708
185     2645    3708
190     2644    3708
189     2643    3708
183     2642    3708
185     2642    3708
192     2642    3708
191     2643    3708
191     2644    3708
187     2642    3708
186     2641    3708
185     2646    3708
190     2646    3708
184     2642    3708
192     2646    3708
187     2641    3708
189     2651    3708
190     2650    3708
191     2651    3708
188     2651    3708
191     2648    3708
192     2648    3708
188     2649    3708
191     2649    3708
193     2648    3708
192     2649    3708
188     2652    3708
187     2648    3708
191     2650    3708
192     2647    3708
189     2648    3708
190     2651    3708
189     2650    3708
190     2652    3708
190     2649    3708
189     2649    3708
190     2647    3708
191     2647    3708
189     2652    3708
192     2650    3708
186     2648    3708
189     2647    3708
188     2648    3708
190     2648    3708
188     2647    3708
188     2650    3708
186     2647    3708
187     2649    3708
187     2647    3708
188     2653    3708
189     2653    3708
189     2654    3708
195     2667    3709
196     2669    3709
195     2669    3709
191     2669    3709
188     2669    3709
190     2669    3709
192     2669    3709
189     2669    3709
193     2669    3709
194     2669    3709
195     2668    3709
194     2668    3709
196     2668    3709
195     2670    3709
193     2670    3709
194     2670    3709
191     2670    3709
190     2670    3709
192     2670    3709
193     2671    3709
194     2671    3709
191     2671    3709
190     2671    3709
192     2671    3709
191     2672    3709
198     2670    3710
199     2673    3710
197     2673    3710
198     2673    3710
195     2673    3710
194     2673    3710
196     2673    3710
197     2671    3710
198     2671    3710
195     2671    3710
196     2671    3710
197     2675    3710
196     2675    3710
193     2672    3710
195     2672    3710
197     2672    3710
194     2672    3710
196     2672    3710
192     2672    3710
198     2675    3710
199     2674    3710
197     2674    3710
198     2674    3710
195     2674    3710
196     2674    3710
198     2672    3710
197     2676    3710
198     2676    3710
196     2676    3710
188     2656    3711
194     2657    3711
187     2656    3711
187     2657    3711
188     2657    3711
191     2657    3711
189     2655    3711
196     2657    3711
190     2656    3711
195     2657    3711
190     2657    3711
189     2656    3711
190     2655    3711
189     2657    3711
197     2656    3711
185     2660    3711
192     2658    3711
190     2660    3711
191     2658    3711
188     2661    3711
187     2658    3711
189     2661    3711
186     2659    3711
187     2661    3711
188     2659    3711
186     2658    3711
185     2659    3711
187     2659    3711
190     2658    3711
188     2658    3711
194     2660    3711
195     2659    3711
196     2659    3711
189     2659    3711
190     2659    3711
192     2659    3711
193     2659    3711
191     2659    3711
193     2660    3711
195     2660    3711
194     2659    3711
189     2660    3711
192     2660    3711
191     2660    3711
187     2660    3711
186     2660    3711
195     2658    3711
188     2660    3711
193     2658    3711
189     2658    3711
194     2658    3711
196     2658    3711
199     2657    3712
200     2655    3712
198     2655    3712
200     2657    3712
198     2656    3712
198     2657    3712
199     2656    3712
200     2656    3712
197     2657    3712
199     2655    3712
198     2658    3712
198     2660    3712
199     2660    3712
198     2661    3712
196     2661    3712
197     2661    3712
197     2663    3712
199     2658    3712
196     2660    3712
197     2658    3712
200     2658    3712
197     2660    3712
198     2659    3712
197     2659    3712
199     2659    3712
197     2662    3712
198     2662    3712
196     2662    3712
202     2657    3713
207     2657    3713
203     2657    3713
201     2657    3713
208     2656    3713
207     2656    3713
206     2657    3713
204     2656    3713
203     2656    3713
204     2657    3713
205     2656    3713
205     2657    3713
206     2656    3713
205     2660    3713
204     2660    3713
207     2658    3713
207     2659    3713
206     2660    3713
206     2659    3713
204     2659    3713
205     2658    3713
205     2659    3713
201     2659    3713
201     2660    3713
201     2658    3713
202     2658    3713
203     2658    3713
203     2660    3713
202     2660    3713
202     2659    3713
200     2659    3713
203     2659    3713
204     2658    3713
200     2660    3713
206     2658    3713
211     2651    3714
210     2652    3714
212     2651    3714
211     2652    3714
212     2652    3714
211     2650    3714
212     2650    3714
209     2655    3714
215     2657    3714
213     2657    3714
212     2657    3714
208     2657    3714
211     2657    3714
215     2656    3714
214     2657    3714
211     2653    3714
210     2655    3714
213     2656    3714
211     2655    3714
210     2654    3714
212     2653    3714
209     2656    3714
211     2656    3714
212     2656    3714
209     2657    3714
211     2654    3714
210     2656    3714
214     2656    3714
210     2653    3714
209     2654    3714
210     2657    3714
213     2658    3714
210     2658    3714
211     2658    3714
209     2658    3714
208     2658    3714
208     2659    3714
210     2659    3714
209     2659    3714
202     2652    3715
205     2652    3715
201     2653    3715
208     2655    3715
206     2653    3715
202     2654    3715
202     2656    3715
201     2656    3715
199     2654    3715
202     2655    3715
199     2653    3715
200     2653    3715
203     2655    3715
202     2653    3715
201     2654    3715
201     2655    3715
203     2653    3715
205     2654    3715
204     2653    3715
203     2654    3715
204     2655    3715
204     2654    3715
206     2654    3715
208     2654    3715
206     2655    3715
207     2654    3715
207     2653    3715
207     2655    3715
205     2655    3715
200     2654    3715
205     2653    3715
194     2652    3716
193     2652    3716
192     2652    3716
198     2652    3716
192     2651    3716
197     2652    3716
193     2651    3716
191     2652    3716
191     2656    3716
193     2654    3716
196     2654    3716
197     2653    3716
190     2653    3716
191     2653    3716
194     2653    3716
196     2655    3716
196     2653    3716
198     2653    3716
192     2655    3716
191     2655    3716
192     2654    3716
193     2653    3716
195     2653    3716
197     2655    3716
192     2657    3716
192     2656    3716
194     2654    3716
197     2654    3716
190     2654    3716
192     2653    3716
198     2654    3716
193     2656    3716
191     2654    3716
193     2657    3716
195     2655    3716
194     2655    3716
195     2656    3716
194     2656    3716
196     2656    3716
193     2655    3716
195     2654    3716
201     2652    3717
201     2650    3717
201     2649    3717
200     2652    3717
199     2648    3717
201     2648    3717
200     2648    3717
203     2648    3717
202     2648    3717
199     2652    3717
202     2649    3717
200     2649    3717
201     2651    3717
203     2649    3717
204     2649    3717
202     2650    3717
202     2651    3717
203     2650    3717
200     2650    3717
200     2651    3717
200     2646    3718
203     2646    3718
205     2646    3718
201     2645    3718
204     2644    3718
203     2645    3718
202     2646    3718
204     2645    3718
199     2646    3718
202     2645    3718
204     2646    3718
201     2646    3718
199     2647    3718
200     2647    3718
204     2647    3718
204     2648    3718
205     2647    3718
198     2647    3718
203     2647    3718
202     2647    3718
201     2647    3718
210     2645    3719
208     2644    3719
205     2644    3719
207     2643    3719
211     2644    3719
209     2642    3719
206     2643    3719
210     2642    3719
205     2645    3719
206     2645    3719
211     2645    3719
209     2643    3719
208     2646    3719
207     2644    3719
210     2644    3719
208     2645    3719
207     2646    3719
209     2645    3719
206     2646    3719
211     2646    3719
205     2642    3719
209     2646    3719
206     2642    3719
210     2646    3719
211     2643    3719
207     2645    3719
208     2643    3719
209     2644    3719
205     2643    3719
207     2642    3719
208     2642    3719
206     2644    3719
210     2643    3719
206     2647    3719
209     2647    3719
207     2647    3719
210     2647    3719
208     2647    3719
211     2647    3719
209     2634    3720
210     2635    3720
207     2632    3720
208     2633    3720
213     2634    3720
212     2635    3720
214     2632    3720
211     2634    3720
212     2634    3720
213     2633    3720
210     2634    3720
216     2633    3720
214     2634    3720
215     2633    3720
207     2633    3720
210     2633    3720
208     2634    3720
210     2632    3720
212     2632    3720
211     2635    3720
214     2633    3720
209     2633    3720
212     2633    3720
211     2633    3720
209     2632    3720
209     2635    3720
208     2632    3720
213     2632    3720
211     2632    3720
215     2634    3720
210     2637    3720
208     2636    3720
211     2636    3720
209     2636    3720
210     2636    3720
203     2641    3721
204     2642    3721
201     2642    3721
198     2645    3721
202     2644    3721
204     2643    3721
200     2644    3721
202     2643    3721
198     2646    3721
203     2643    3721
196     2646    3721
197     2646    3721
198     2644    3721
201     2644    3721
200     2643    3721
203     2642    3721
199     2643    3721
199     2644    3721
199     2645    3721
203     2644    3721
197     2644    3721
197     2645    3721
200     2645    3721
196     2645    3721
201     2643    3721
196     2639    3722
193     2639    3722
195     2639    3722
194     2640    3722
194     2637    3722
195     2638    3722
194     2638    3722
195     2640    3722
196     2640    3722
194     2636    3722
194     2639    3722
193     2640    3722
193     2638    3722
196     2644    3722
197     2641    3722
196     2641    3722
195     2642    3722
196     2642    3722
193     2642    3722
196     2643    3722
192     2641    3722
198     2641    3722
193     2644    3722
195     2644    3722
193     2646    3722
194     2642    3722
195     2646    3722
194     2644    3722
194     2641    3722
193     2641    3722
194     2645    3722
194     2643    3722
195     2641    3722
192     2644    3722
197     2642    3722
197     2643    3722
193     2643    3722
195     2643    3722
193     2645    3722
195     2645    3722
194     2646    3722
194     2647    3722
193     2647    3722
182     2646    3723
180     2643    3723
179     2646    3723
180     2646    3723
182     2643    3723
178     2646    3723
182     2644    3723
181     2644    3723
179     2644    3723
178     2644    3723
181     2646    3723
183     2646    3723
184     2646    3723
181     2645    3723
182     2645    3723
179     2645    3723
178     2645    3723
180     2645    3723
180     2642    3723
183     2644    3723
180     2644    3723
177     2644    3723
183     2645    3723
182     2642    3723
181     2643    3723
181     2642    3723
180     2648    3723
185     2650    3723
185     2652    3723
184     2649    3723
183     2650    3723
183     2647    3723
184     2648    3723
182     2647    3723
180     2647    3723
181     2647    3723
181     2648    3723
180     2652    3723
179     2647    3723
183     2651    3723
185     2648    3723
182     2648    3723
182     2649    3723
185     2651    3723
187     2651    3723
181     2649    3723
183     2649    3723
186     2649    3723
185     2649    3723
180     2649    3723
184     2650    3723
182     2650    3723
181     2650    3723
186     2650    3723
187     2650    3723
184     2652    3723
183     2648    3723
186     2651    3723
180     2651    3723
187     2652    3723
181     2652    3723
182     2652    3723
184     2651    3723
182     2651    3723
181     2651    3723
184     2647    3723
185     2647    3723
183     2652    3723
186     2652    3723
179     2648    3723
186     2656    3723
183     2656    3723
184     2656    3723
183     2655    3723
186     2657    3723
187     2653    3723
182     2653    3723
185     2657    3723
180     2653    3723
183     2657    3723
187     2655    3723
185     2653    3723
188     2655    3723
182     2655    3723
181     2654    3723
182     2654    3723
184     2654    3723
184     2655    3723
184     2657    3723
184     2653    3723
185     2654    3723
183     2653    3723
181     2653    3723
186     2654    3723
183     2654    3723
185     2656    3723
187     2654    3723
186     2653    3723
186     2655    3723
188     2654    3723
185     2655    3723
185     2658    3723
184     2658    3723
179     2636    3724
184     2636    3724
179     2641    3724
180     2638    3724
173     2637    3724
181     2638    3724
176     2641    3724
174     2638    3724
180     2639    3724
178     2638    3724
180     2636    3724
181     2637    3724
177     2637    3724
179     2640    3724
182     2637    3724
177     2638    3724
182     2636    3724
179     2637    3724
181     2639    3724
178     2641    3724
174     2637    3724
177     2636    3724
175     2636    3724
177     2641    3724
178     2640    3724
176     2636    3724
181     2636    3724
175     2637    3724
177     2639    3724
176     2639    3724
180     2641    3724
183     2637    3724
179     2639    3724
176     2638    3724
174     2639    3724
182     2640    3724
184     2637    3724
180     2640    3724
182     2639    3724
183     2639    3724
183     2636    3724
175     2640    3724
178     2637    3724
176     2637    3724
178     2639    3724
177     2640    3724
182     2638    3724
179     2638    3724
180     2637    3724
178     2636    3724
176     2640    3724
181     2640    3724
175     2639    3724
181     2641    3724
174     2640    3724
175     2638    3724
183     2638    3724
184     2638    3724
178     2643    3724
177     2642    3724
179     2642    3724
176     2642    3724
178     2642    3724
179     2643    3724
177     2643    3724
193     2635    3725
189     2636    3725
191     2640    3725
191     2636    3725
190     2639    3725
191     2637    3725
185     2639    3725
193     2637    3725
187     2639    3725
188     2639    3725
190     2638    3725
192     2637    3725
185     2637    3725
190     2640    3725
188     2640    3725
192     2640    3725
185     2638    3725
189     2638    3725
192     2638    3725
193     2636    3725
191     2639    3725
192     2639    3725
188     2638    3725
189     2639    3725
186     2638    3725
186     2639    3725
187     2638    3725
187     2636    3725
187     2637    3725
186     2637    3725
189     2637    3725
188     2636    3725
192     2636    3725
188     2637    3725
186     2636    3725
190     2637    3725
189     2640    3725
191     2638    3725
188     2641    3725
191     2641    3725
189     2641    3725
190     2641    3725
189     2642    3725
188     2642    3725
198     2634    3726
203     2633    3726
206     2633    3726
204     2634    3726
201     2635    3726
201     2634    3726
196     2634    3726
200     2634    3726
195     2634    3726
197     2634    3726
203     2635    3726
206     2634    3726
201     2633    3726
204     2635    3726
204     2633    3726
199     2633    3726
198     2635    3726
202     2633    3726
203     2634    3726
205     2633    3726
198     2633    3726
207     2634    3726
206     2635    3726
205     2634    3726
197     2635    3726
202     2635    3726
202     2634    3726
200     2635    3726
200     2633    3726
199     2635    3726
195     2635    3726
194     2635    3726
196     2635    3726
205     2635    3726
199     2634    3726
196     2638    3726
202     2636    3726
198     2640    3726
202     2637    3726
204     2636    3726
201     2637    3726
196     2637    3726
198     2637    3726
195     2637    3726
199     2637    3726
203     2637    3726
197     2640    3726
204     2637    3726
197     2637    3726
199     2640    3726
200     2639    3726
195     2636    3726
201     2638    3726
196     2636    3726
199     2638    3726
197     2638    3726
202     2638    3726
200     2636    3726
201     2636    3726
203     2636    3726
199     2636    3726
200     2638    3726
197     2636    3726
199     2639    3726
200     2637    3726
197     2639    3726
205     2636    3726
198     2639    3726
198     2636    3726
198     2638    3726
214     2646    3801
215     2646    3801
213     2644    3801
215     2644    3801
214     2644    3801
216     2644    3801
218     2644    3801
217     2644    3801
219     2644    3801
218     2645    3801
215     2642    3801
212     2644    3801
212     2643    3801
215     2643    3801
216     2646    3801
216     2642    3801
214     2642    3801
219     2643    3801
217     2643    3801
214     2643    3801
218     2643    3801
213     2643    3801
216     2643    3801
213     2646    3801
217     2645    3801
216     2645    3801
214     2645    3801
215     2645    3801
213     2645    3801
212     2645    3801
219     2645    3801
217     2642    3801
219     2646    3801
217     2646    3801
212     2646    3801
218     2646    3801
221     2648    3801
219     2649    3801
220     2648    3801
219     2648    3801
218     2648    3801
217     2648    3801
216     2648    3801
213     2648    3801
214     2648    3801
215     2648    3801
212     2648    3801
220     2647    3801
219     2647    3801
218     2647    3801
217     2647    3801
216     2647    3801
220     2649    3801
221     2649    3801
217     2649    3801
