UTME    UTMN    DICT
182     2539    4130
190     2540    4130
189     2537    4130
187     2541    4130
183     2536    4130
189     2536    4130
186     2537    4130
183     2535    4130
188     2536    4130
185     2536    4130
187     2536    4130
187     2540    4130
189     2540    4130
188     2535    4130
185     2540    4130
190     2539    4130
184     2535    4130
186     2536    4130
185     2537    4130
188     2539    4130
185     2535    4130
183     2538    4130
187     2538    4130
186     2545    4130
187     2543    4130
186     2543    4130
184     2543    4130
183     2543    4130
185     2542    4130
185     2543    4130
187     2542    4130
186     2542    4130
185     2544    4130
186     2544    4130
184     2544    4130
183     2544    4130
170     2545    4131
173     2545    4131
174     2545    4131
171     2547    4131
170     2546    4131
173     2546    4131
172     2547    4131
173     2547    4131
174     2546    4131
170     2547    4131
169     2547    4131
171     2544    4131
174     2544    4131
173     2544    4131
172     2544    4131
172     2545    4131
172     2546    4131
174     2547    4131
175     2546    4131
175     2547    4131
171     2545    4131
171     2546    4131
172     2551    4131
174     2549    4131
173     2549    4131
170     2549    4131
175     2550    4131
171     2549    4131
174     2548    4131
170     2548    4131
173     2550    4131
175     2548    4131
173     2548    4131
172     2549    4131
175     2549    4131
171     2548    4131
172     2548    4131
171     2550    4131
172     2550    4131
169     2548    4131
174     2550    4131
183     2502    4201
184     2504    4201
183     2499    4201
183     2500    4201
181     2502    4201
181     2500    4201
182     2499    4201
182     2504    4201
185     2503    4201
182     2500    4201
184     2500    4201
180     2499    4201
182     2501    4201
183     2501    4201
183     2504    4201
183     2503    4201
181     2501    4201
184     2501    4201
182     2502    4201
181     2499    4201
182     2503    4201
184     2502    4201
184     2503    4201
182     2505    4201
178     2519    4202
176     2520    4202
175     2519    4202
174     2519    4202
176     2519    4202
177     2520    4202
174     2520    4202
173     2520    4202
178     2520    4202
175     2520    4202
180     2523    4202
179     2524    4202
180     2524    4202
178     2523    4202
178     2524    4202
174     2522    4202
176     2525    4202
176     2524    4202
174     2523    4202
175     2522    4202
182     2525    4202
175     2521    4202
176     2523    4202
179     2522    4202
175     2524    4202
173     2521    4202
181     2526    4202
177     2526    4202
177     2524    4202
178     2522    4202
178     2521    4202
177     2521    4202
173     2523    4202
179     2525    4202
178     2525    4202
179     2526    4202
181     2524    4202
176     2522    4202
174     2524    4202
177     2522    4202
176     2521    4202
177     2525    4202
174     2521    4202
180     2525    4202
173     2522    4202
173     2524    4202
177     2523    4202
175     2523    4202
181     2525    4202
179     2523    4202
192     2519    4203
191     2520    4203
192     2520    4203
191     2519    4203
190     2519    4203
192     2527    4203
193     2527    4203
191     2524    4203
199     2527    4203
194     2525    4203
198     2526    4203
194     2527    4203
192     2525    4203
192     2521    4203
196     2527    4203
192     2523    4203
191     2525    4203
191     2522    4203
193     2525    4203
193     2521    4203
193     2524    4203
190     2523    4203
192     2524    4203
190     2522    4203
193     2522    4203
198     2527    4203
190     2524    4203
193     2523    4203
191     2523    4203
194     2526    4203
192     2526    4203
193     2526    4203
189     2523    4203
191     2521    4203
196     2526    4203
194     2524    4203
197     2526    4203
190     2521    4203
195     2527    4203
192     2522    4203
197     2527    4203
194     2528    4203
192     2530    4203
197     2531    4203
197     2532    4203
195     2530    4203
196     2528    4203
197     2529    4203
197     2534    4203
196     2533    4203
198     2533    4203
195     2528    4203
196     2529    4203
194     2531    4203
197     2528    4203
195     2534    4203
195     2529    4203
193     2528    4203
194     2529    4203
196     2530    4203
198     2532    4203
197     2530    4203
195     2531    4203
195     2532    4203
197     2533    4203
194     2532    4203
196     2531    4203
198     2528    4203
192     2528    4203
199     2528    4203
193     2530    4203
196     2532    4203
192     2529    4203
193     2529    4203
198     2534    4203
196     2534    4203
195     2533    4203
192     2531    4203
193     2531    4203
194     2530    4203
196     2535    4203
199     2541    4203
197     2535    4203
199     2535    4203
200     2541    4203
199     2536    4203
199     2538    4203
197     2536    4203
198     2535    4203
198     2536    4203
198     2538    4203
199     2540    4203
198     2539    4203
196     2536    4203
199     2539    4203
199     2537    4203
198     2537    4203
204     2526    4204
202     2527    4204
200     2527    4204
200     2526    4204
202     2526    4204
199     2526    4204
203     2527    4204
201     2526    4204
201     2527    4204
203     2526    4204
204     2527    4204
201     2533    4204
207     2533    4204
199     2529    4204
207     2531    4204
206     2530    4204
198     2530    4204
202     2530    4204
206     2532    4204
204     2534    4204
206     2528    4204
200     2528    4204
199     2530    4204
202     2529    4204
204     2532    4204
201     2530    4204
199     2533    4204
203     2529    4204
205     2530    4204
206     2534    4204
202     2534    4204
204     2528    4204
206     2533    4204
205     2534    4204
202     2532    4204
206     2529    4204
202     2528    4204
200     2534    4204
207     2529    4204
199     2534    4204
200     2529    4204
206     2531    4204
201     2528    4204
207     2534    4204
203     2531    4204
204     2531    4204
203     2528    4204
203     2533    4204
201     2529    4204
198     2531    4204
205     2529    4204
200     2530    4204
200     2532    4204
202     2533    4204
201     2532    4204
202     2531    4204
200     2533    4204
204     2529    4204
199     2532    4204
200     2531    4204
204     2533    4204
205     2531    4204
198     2529    4204
205     2532    4204
207     2532    4204
203     2532    4204
203     2534    4204
201     2531    4204
199     2531    4204
205     2533    4204
203     2530    4204
204     2530    4204
205     2528    4204
201     2534    4204
208     2535    4204
210     2539    4204
204     2535    4204
207     2535    4204
209     2539    4204
207     2537    4204
204     2537    4204
206     2535    4204
202     2535    4204
201     2535    4204
206     2540    4204
209     2538    4204
205     2537    4204
207     2540    4204
210     2540    4204
204     2536    4204
209     2536    4204
207     2536    4204
208     2537    4204
202     2536    4204
206     2536    4204
203     2536    4204
208     2540    4204
209     2540    4204
207     2538    4204
205     2538    4204
208     2538    4204
203     2535    4204
205     2536    4204
208     2536    4204
206     2537    4204
203     2537    4204
205     2535    4204
210     2538    4204
209     2537    4204
207     2539    4204
208     2539    4204
206     2538    4204
206     2539    4204
209     2541    4204
207     2541    4204
210     2541    4204
208     2541    4204
188     2486    4205
183     2489    4205
187     2487    4205
187     2486    4205
189     2490    4205
188     2488    4205
187     2491    4205
189     2488    4205
187     2488    4205
185     2492    4205
188     2491    4205
187     2490    4205
186     2491    4205
187     2492    4205
188     2490    4205
189     2492    4205
186     2487    4205
186     2489    4205
189     2487    4205
185     2488    4205
184     2489    4205
187     2489    4205
189     2491    4205
186     2490    4205
185     2489    4205
185     2491    4205
188     2487    4205
189     2489    4205
184     2490    4205
189     2486    4205
188     2489    4205
184     2491    4205
186     2488    4205
184     2488    4205
186     2492    4205
188     2492    4205
185     2490    4205
188     2493    4206
189     2493    4206
189     2494    4206
187     2494    4206
190     2494    4206
187     2493    4206
188     2494    4206
190     2503    4206
189     2498    4206
191     2496    4206
190     2496    4206
187     2504    4206
189     2495    4206
186     2504    4206
189     2497    4206
190     2497    4206
191     2495    4206
188     2503    4206
187     2501    4206
187     2496    4206
187     2502    4206
190     2495    4206
189     2502    4206
188     2495    4206
186     2502    4206
190     2502    4206
191     2499    4206
186     2497    4206
189     2504    4206
187     2497    4206
187     2495    4206
185     2502    4206
188     2504    4206
190     2501    4206
185     2499    4206
187     2499    4206
184     2499    4206
188     2499    4206
187     2498    4206
186     2503    4206
187     2503    4206
189     2503    4206
191     2497    4206
189     2496    4206
190     2504    4206
188     2500    4206
185     2500    4206
189     2500    4206
187     2500    4206
186     2499    4206
186     2500    4206
191     2498    4206
191     2500    4206
189     2501    4206
188     2498    4206
186     2498    4206
188     2497    4206
185     2498    4206
189     2499    4206
185     2504    4206
190     2499    4206
190     2500    4206
186     2501    4206
185     2501    4206
188     2496    4206
190     2498    4206
188     2502    4206
188     2501    4206
190     2505    4206
188     2509    4207
188     2510    4207
187     2509    4207
188     2506    4207
187     2510    4207
188     2508    4207
186     2510    4207
189     2510    4207
192     2511    4207
192     2510    4207
190     2510    4207
189     2507    4207
189     2509    4207
188     2507    4207
187     2508    4207
189     2505    4207
188     2505    4207
190     2512    4207
191     2508    4207
188     2511    4207
190     2508    4207
190     2511    4207
190     2507    4207
191     2512    4207
191     2511    4207
191     2509    4207
189     2511    4207
187     2512    4207
191     2510    4207
187     2511    4207
189     2508    4207
190     2509    4207
188     2512    4207
189     2506    4207
192     2512    4207
189     2512    4207
190     2506    4207
191     2516    4207
192     2515    4207
192     2513    4207
189     2516    4207
189     2515    4207
192     2516    4207
189     2518    4207
190     2517    4207
188     2513    4207
188     2515    4207
190     2516    4207
192     2514    4207
189     2513    4207
191     2517    4207
190     2518    4207
191     2514    4207
191     2518    4207
190     2515    4207
191     2515    4207
192     2517    4207
191     2513    4207
189     2514    4207
190     2514    4207
192     2518    4207
189     2517    4207
190     2513    4207
188     2514    4207
181     2512    4208
181     2511    4208
179     2511    4208
186     2511    4208
182     2509    4208
183     2509    4208
183     2511    4208
183     2512    4208
184     2509    4208
182     2512    4208
181     2508    4208
183     2508    4208
180     2509    4208
181     2509    4208
185     2512    4208
180     2510    4208
182     2510    4208
179     2510    4208
180     2512    4208
185     2511    4208
183     2510    4208
184     2511    4208
181     2510    4208
180     2508    4208
182     2511    4208
180     2511    4208
184     2512    4208
185     2510    4208
186     2512    4208
184     2510    4208
182     2508    4208
187     2514    4208
180     2513    4208
186     2515    4208
185     2514    4208
186     2514    4208
185     2513    4208
186     2513    4208
187     2513    4208
185     2515    4209
187     2515    4209
182     2514    4209
181     2514    4209
187     2517    4209
183     2513    4209
188     2517    4209
184     2514    4209
183     2514    4209
181     2513    4209
183     2516    4209
183     2515    4209
181     2515    4209
184     2515    4209
182     2516    4209
185     2516    4209
184     2513    4209
184     2516    4209
182     2513    4209
186     2516    4209
187     2516    4209
182     2515    4209
186     2517    4209
188     2516    4209
185     2517    4209
181     2507    4210
184     2508    4210
185     2509    4210
186     2509    4210
187     2506    4210
187     2507    4210
186     2508    4210
183     2507    4210
185     2507    4210
187     2505    4210
185     2506    4210
185     2505    4210
186     2506    4210
184     2507    4210
183     2505    4210
184     2506    4210
186     2505    4210
181     2506    4210
182     2506    4210
183     2506    4210
185     2508    4210
182     2507    4210
184     2505    4210
186     2507    4210
180     2518    4211
175     2516    4211
177     2515    4211
175     2518    4211
178     2517    4211
178     2515    4211
179     2518    4211
176     2515    4211
174     2516    4211
175     2517    4211
176     2517    4211
174     2515    4211
177     2516    4211
177     2519    4211
176     2516    4211
175     2515    4211
178     2516    4211
179     2517    4211
179     2516    4211
176     2518    4211
177     2517    4211
178     2518    4211
177     2518    4211
183     2517    4212
189     2520    4212
183     2520    4212
189     2519    4212
185     2518    4212
180     2520    4212
182     2517    4212
184     2517    4212
181     2517    4212
185     2520    4212
182     2518    4212
184     2520    4212
179     2520    4212
186     2520    4212
183     2518    4212
181     2520    4212
182     2519    4212
185     2519    4212
182     2520    4212
186     2518    4212
181     2518    4212
187     2518    4212
184     2518    4212
188     2520    4212
179     2519    4212
183     2519    4212
184     2519    4212
187     2519    4212
181     2519    4212
180     2519    4212
186     2519    4212
190     2520    4212
187     2520    4212
188     2518    4212
188     2519    4212
185     2524    4212
180     2521    4212
181     2522    4212
188     2522    4212
184     2521    4212
189     2521    4212
188     2521    4212
181     2523    4212
183     2525    4212
187     2522    4212
182     2523    4212
182     2524    4212
182     2521    4212
189     2522    4212
186     2523    4212
185     2522    4212
179     2521    4212
183     2523    4212
186     2522    4212
187     2521    4212
185     2521    4212
185     2523    4212
184     2523    4212
186     2524    4212
180     2522    4212
188     2523    4212
187     2523    4212
186     2521    4212
183     2522    4212
182     2522    4212
183     2524    4212
184     2522    4212
184     2524    4212
183     2521    4212
181     2521    4212
187     2527    4213
189     2525    4213
186     2525    4213
185     2527    4213
191     2526    4213
190     2526    4213
184     2526    4213
185     2525    4213
187     2524    4213
185     2526    4213
191     2527    4213
186     2526    4213
189     2524    4213
190     2525    4213
188     2525    4213
182     2527    4213
187     2525    4213
183     2527    4213
190     2527    4213
189     2526    4213
184     2527    4213
189     2527    4213
186     2527    4213
187     2526    4213
182     2526    4213
183     2526    4213
188     2524    4213
184     2525    4213
188     2526    4213
188     2527    4213
186     2528    4213
186     2533    4213
186     2532    4213
184     2528    4213
183     2531    4213
188     2532    4213
189     2529    4213
185     2529    4213
186     2529    4213
187     2529    4213
184     2529    4213
188     2528    4213
189     2530    4213
187     2530    4213
182     2529    4213
188     2530    4213
189     2531    4213
189     2533    4213
183     2528    4213
185     2528    4213
189     2528    4213
184     2530    4213
190     2532    4213
183     2530    4213
185     2534    4213
188     2529    4213
185     2532    4213
187     2528    4213
186     2534    4213
190     2531    4213
187     2534    4213
188     2534    4213
185     2530    4213
191     2531    4213
188     2533    4213
191     2528    4213
188     2531    4213
185     2531    4213
187     2531    4213
184     2531    4213
182     2528    4213
190     2528    4213
189     2532    4213
183     2529    4213
185     2533    4213
186     2531    4213
187     2533    4213
187     2532    4213
184     2533    4213
191     2529    4213
183     2532    4213
184     2532    4213
190     2529    4213
186     2530    4213
190     2530    4213
191     2530    4213
186     2535    4213
187     2535    4213
177     2527    4214
180     2526    4214
181     2527    4214
178     2526    4214
180     2527    4214
179     2527    4214

178     2527    4214
178     2529    4214
179     2531    4214
180     2530    4214
181     2529    4214
182     2530    4214
181     2530    4214
179     2529    4214
180     2529    4214
178     2530    4214
179     2530    4214
181     2528    4214
180     2531    4214
178     2531    4214
181     2531    4214
182     2531    4214
175     2533    4214
179     2528    4214
177     2532    4214
180     2528    4214
179     2532    4214
180     2532    4214
176     2532    4214
178     2528    4214
178     2533    4214
178     2532    4214
176     2533    4214
177     2533    4214
173     2527    4215
171     2526    4215
176     2526    4215
175     2526    4215
175     2527    4215
170     2527    4215
169     2527    4215
174     2527    4215
174     2525    4215
172     2527    4215
174     2526    4215
175     2528    4215
171     2528    4215
175     2525    4215
174     2528    4215
169     2528    4215
173     2525    4215
170     2528    4215
173     2526    4215
172     2526    4215
176     2527    4215
171     2527    4215
172     2528    4215
176     2530    4215
177     2529    4215
177     2530    4215
173     2532    4215
172     2530    4215
173     2530    4215
174     2529    4215
169     2530    4215
177     2528    4215
171     2529    4215
175     2530    4215
170     2529    4215
176     2528    4215
177     2531    4215
174     2531    4215
175     2531    4215
176     2531    4215
173     2531    4215
175     2529    4215
174     2533    4215
173     2528    4215
169     2529    4215
173     2529    4215
172     2529    4215
174     2530    4215
175     2532    4215
174     2532    4215
176     2529    4215
173     2533    4215
169     2532    4216
172     2532    4216
171     2532    4216
170     2532    4216
168     2532    4216
171     2530    4216
170     2534    4216
172     2531    4216
171     2531    4216
168     2534    4216
167     2534    4216
169     2534    4216
170     2531    4216
169     2531    4216
170     2533    4216
168     2533    4216
167     2533    4216
171     2533    4216
170     2530    4216
169     2533    4216
166     2535    4216
166     2528    4217
168     2528    4217
166     2532    4217
165     2532    4217
167     2532    4217
166     2530    4217
168     2530    4217
167     2530    4217
167     2529    4217
168     2529    4217
166     2529    4217
166     2531    4217
164     2534    4217
167     2531    4217
165     2534    4217
166     2534    4217
168     2531    4217
165     2531    4217
166     2533    4217
165     2533    4217
164     2533    4217
165     2535    4217
172     2522    4218
171     2522    4218
168     2524    4218
168     2523    4218
170     2523    4218
169     2523    4218
167     2526    4218
172     2525    4218
171     2525    4218
168     2525    4218
170     2526    4218
169     2525    4218
170     2525    4218
167     2525    4218
166     2527    4218
172     2524    4218
172     2523    4218
171     2524    4218
170     2524    4218
171     2523    4218
169     2524    4218
167     2524    4218
167     2527    4218
167     2528    4218
168     2526    4218
169     2526    4218
168     2527    4218
170     2518    4219
172     2520    4219
171     2520    4219
171     2517    4219
172     2519    4219
169     2519    4219
171     2519    4219
170     2520    4219
169     2520    4219
171     2518    4219
170     2519    4219
170     2517    4219
169     2522    4219
172     2521    4219
169     2521    4219
171     2521    4219
170     2521    4219
168     2522    4219
170     2522    4219
173     2517    4220
172     2517    4220
174     2517    4220
171     2516    4220
173     2514    4220
173     2518    4220
174     2518    4220
172     2518    4220
173     2516    4220
172     2516    4220
172     2514    4220
172     2513    4220
173     2519    4220
173     2515    4220
172     2515    4220
171     2515    4220
210     2533    4221
213     2533    4221
211     2533    4221
213     2532    4221
211     2532    4221
212     2532    4221
210     2532    4221
209     2532    4221
208     2532    4221
211     2534    4221
210     2534    4221
208     2530    4221
207     2530    4221
213     2534    4221
208     2534    4221
209     2534    4221
212     2534    4221
214     2534    4221
212     2533    4221
208     2533    4221
209     2533    4221
209     2531    4221
210     2531    4221
208     2531    4221
211     2531    4221
211     2535    4221
213     2535    4221
212     2535    4221
210     2535    4221
209     2535    4221
210     2537    4221
213     2537    4221
211     2537    4221
214     2538    4221
211     2538    4221
212     2538    4221
212     2536    4221
214     2536    4221
213     2536    4221
210     2536    4221
211     2540    4221
213     2540    4221
213     2538    4221
214     2537    4221
212     2537    4221
212     2540    4221
211     2536    4221
214     2535    4221
214     2539    4221
211     2539    4221
213     2539    4221
212     2539    4221
214     2540    4221
212     2543    4221
214     2545    4221
213     2545    4221
210     2543    4221
212     2545    4221
210     2545    4221
211     2541    4221
210     2546    4221
214     2544    4221
215     2546    4221
216     2546    4221
213     2546    4221
211     2543    4221
213     2541    4221
215     2545    4221
216     2544    4221
215     2544    4221
213     2544    4221
211     2544    4221
210     2544    4221
213     2543    4221
212     2541    4221
216     2543    4221
215     2543    4221
212     2546    4221
210     2542    4221
214     2541    4221
214     2546    4221
211     2546    4221
212     2542    4221
213     2542    4221
212     2544    4221
211     2545    4221
214     2542    4221
215     2542    4221
211     2542    4221
214     2543    4221
217     2547    4221
213     2547    4221
212     2548    4221
214     2549    4221
217     2549    4221
210     2547    4221
215     2547    4221
216     2552    4221
214     2552    4221
214     2547    4221
220     2550    4221
219     2550    4221
217     2550    4221
216     2550    4221
215     2550    4221
211     2548    4221
212     2550    4221
216     2547    4221
215     2548    4221
219     2549    4221
215     2552    4221
218     2552    4221
218     2549    4221
219     2552    4221
213     2552    4221
211     2547    4221
212     2552    4221
212     2547    4221
218     2550    4221
217     2552    4221
214     2550    4221
212     2551    4221
213     2551    4221
211     2551    4221
213     2550    4221
217     2551    4221
219     2551    4221
215     2551    4221
217     2548    4221
218     2548    4221
216     2551    4221
211     2550    4221
216     2548    4221
214     2548    4221
216     2549    4221
210     2548    4221
209     2548    4221
214     2551    4221
213     2549    4221
212     2549    4221
210     2549    4221
211     2549    4221
218     2551    4221
213     2548    4221
215     2549    4221
222     2556    4221
219     2556    4221
220     2556    4221
218     2556    4221
216     2557    4221
215     2556    4221
216     2556    4221
220     2557    4221
217     2554    4221
218     2554    4221
216     2554    4221
214     2554    4221
215     2554    4221
215     2553    4221
212     2554    4221
213     2554    4221
221     2555    4221
213     2555    4221
219     2555    4221
216     2555    4221
214     2555    4221
215     2555    4221
217     2555    4221
218     2555    4221
221     2556    4221
222     2557    4221
214     2556    4221
221     2557    4221
217     2557    4221
218     2557    4221
215     2557    4221
217     2556    4221
217     2553    4221
218     2553    4221
214     2553    4221
216     2553    4221
213     2553    4221
212     2553    4221
216     2559    4221
217     2558    4221
216     2558    4221
208     2550    4222
210     2550    4222
205     2550    4222
207     2550    4222
206     2550    4222
203     2550    4222
204     2550    4222
202     2551    4222
206     2551    4222
207     2551    4222
204     2551    4222
209     2552    4222
208     2552    4222
206     2552    4222
205     2552    4222
204     2552    4222
210     2552    4222
207     2552    4222
211     2552    4222
205     2551    4222
209     2550    4222
209     2551    4222
210     2551    4222
208     2549    4222
209     2549    4222
208     2551    4222
205     2549    4222
203     2551    4222
204     2549    4222
203     2549    4222
209     2553    4222
212     2557    4222
207     2553    4222
213     2556    4222
212     2556    4222
210     2556    4222
209     2556    4222
208     2556    4222
207     2556    4222
206     2553    4222
206     2556    4222
211     2554    4222
205     2553    4222
210     2554    4222
208     2554    4222
209     2554    4222
207     2554    4222
205     2554    4222
206     2554    4222
209     2555    4222
212     2555    4222
211     2555    4222
210     2555    4222
208     2555    4222
207     2555    4222
206     2555    4222
211     2556    4222
214     2557    4222
213     2557    4222
211     2557    4222
210     2557    4222
208     2557    4222
209     2557    4222
207     2557    4222
210     2553    4222
208     2553    4222
211     2553    4222
211     2560    4222
209     2559    4222
212     2560    4222
213     2560    4222
215     2560    4222
214     2560    4222
215     2558    4222
208     2559    4222
216     2563    4222
210     2559    4222
213     2559    4222
211     2559    4222
212     2558    4222
216     2561    4222
210     2560    4222
213     2561    4222
212     2561    4222
217     2563    4222
209     2561    4222
208     2558    4222
214     2559    4222
212     2563    4222
211     2563    4222
214     2558    4222
207     2558    4222
209     2558    4222
213     2563    4222
214     2562    4222
214     2563    4222
211     2561    4222
215     2561    4222
210     2561    4222
215     2563    4222
209     2560    4222
215     2559    4222
214     2561    4222
210     2558    4222
208     2560    4222
212     2559    4222
216     2562    4222
215     2562    4222
213     2562    4222
211     2562    4222
212     2562    4222
210     2562    4222
213     2558    4222
211     2558    4222
214     2565    4222
216     2565    4222
215     2565    4222
213     2565    4222
212     2565    4222
216     2564    4222
214     2564    4222
215     2564    4222
213     2564    4222
212     2564    4222
214     2566    4222
215     2566    4222
213     2566    4222
212     2566    4222
213     2567    4222
203     2539    4223
202     2539    4223
200     2539    4223
201     2540    4223
200     2540    4223
204     2538    4223
202     2538    4223
203     2538    4223
200     2535    4223
205     2540    4223
201     2536    4223
200     2536    4223
201     2538    4223
200     2538    4223
202     2540    4223
204     2540    4223
203     2540    4223
201     2539    4223
202     2537    4223
201     2537    4223
200     2537    4223
205     2539    4223
204     2539    4223
207     2542    4223
204     2542    4223
208     2543    4223
205     2543    4223
206     2542    4223
204     2543    4223
207     2543    4223
202     2542    4223
206     2543    4223
201     2542    4223
203     2542    4223
200     2543    4223
200     2542    4223
205     2541    4223
205     2545    4223
209     2545    4223
208     2545    4223
206     2545    4223
204     2545    4223
207     2545    4223
203     2545    4223
201     2545    4223
203     2546    4223
207     2546    4223
209     2546    4223
208     2546    4223
206     2546    4223
203     2541    4223
209     2543    4223
204     2541    4223
202     2546    4223
208     2544    4223
205     2544    4223
206     2544    4223
201     2544    4223
202     2544    4223
205     2542    4223
201     2541    4223
206     2541    4223
205     2546    4223
204     2546    4223
204     2544    4223
203     2544    4223
201     2547    4223
202     2547    4223
209     2544    4223
201     2543    4223
203     2543    4223
208     2542    4223
202     2545    4223
199     2547    4223
202     2543    4223
200     2547    4223
203     2547    4223
207     2544    4223
202     2541    4223
209     2542    4223
200     2548    4223
199     2548    4223
205     2547    4223
201     2550    4223
202     2550    4223
209     2547    4223
206     2547    4223
207     2547    4223
208     2547    4223
208     2548    4223
205     2548    4223
206     2549    4223
207     2548    4223
207     2549    4223
204     2548    4223
201     2549    4223
206     2548    4223
202     2549    4223
203     2548    4223
204     2547    4223
200     2549    4223
201     2548    4223
202     2548    4223
193     2533    4224
193     2532    4224
192     2532    4224
192     2533    4224
191     2532    4224
191     2533    4224
194     2534    4224
193     2534    4224
192     2534    4224
190     2534    4224
191     2534    4224
189     2534    4224
190     2533    4224
194     2533    4224
197     2539    4224
193     2539    4224
196     2539    4224
194     2539    4224
192     2539    4224
191     2539    4224
197     2538    4224
196     2538    4224
194     2538    4224
193     2538    4224
192     2538    4224
191     2538    4224
193     2536    4224
194     2541    4224
196     2541    4224
192     2541    4224
193     2535    4224
195     2535    4224
190     2537    4224
189     2535    4224
192     2535    4224
195     2538    4224
193     2541    4224
195     2541    4224
191     2535    4224
197     2541    4224
194     2535    4224
195     2536    4224
194     2536    4224
190     2535    4224
190     2536    4224
197     2540    4224
196     2540    4224
192     2536    4224
194     2540    4224
198     2540    4224
191     2536    4224
195     2540    4224
192     2540    4224
191     2540    4224
195     2539    4224
193     2540    4224
197     2537    4224
198     2541    4224
194     2537    4224
193     2537    4224
195     2537    4224
196     2537    4224
192     2537    4224
191     2537    4224
198     2545    4224
199     2545    4224
197     2545    4224
196     2545    4224
198     2543    4224
198     2542    4224
197     2543    4224
199     2543    4224
195     2543    4224
196     2543    4224
199     2542    4224
193     2543    4224
194     2543    4224
197     2542    4224
196     2542    4224
193     2542    4224
195     2542    4224
194     2542    4224
199     2546    4224
200     2546    4224
198     2546    4224
201     2546    4224
198     2544    4224
198     2547    4224
200     2544    4224
197     2544    4224
199     2544    4224
196     2544    4224
195     2544    4224
194     2544    4224
197     2546    4224
196     2546    4224
200     2545    4224
225     2527    4225
227     2527    4225
226     2527    4225
226     2526    4225
216     2530    4225
214     2530    4225
215     2530    4225
235     2528    4225
214     2533    4225
231     2532    4225
229     2532    4225
228     2532    4225
227     2532    4225
226     2532    4225
222     2532    4225
224     2532    4225
234     2528    4225
220     2532    4225
221     2532    4225
217     2532    4225
218     2532    4225
214     2532    4225
215     2532    4225
233     2528    4225
216     2532    4225
229     2528    4225
227     2528    4225
228     2528    4225
225     2528    4225
221     2533    4225
224     2530    4225
223     2532    4225
222     2531    4225
223     2530    4225
223     2533    4225
222     2533    4225
217     2533    4225
219     2532    4225
225     2533    4225
231     2533    4225
227     2533    4225
219     2533    4225
228     2533    4225
218     2533    4225
225     2532    4225
231     2531    4225
229     2531    4225
230     2531    4225
230     2532    4225
227     2531    4225
228     2531    4225
225     2531    4225
230     2534    4225
228     2534    4225
225     2534    4225
222     2534    4225
224     2534    4225
220     2534    4225
217     2534    4225
218     2534    4225
216     2534    4225
215     2534    4225
234     2529    4225
233     2529    4225
232     2529    4225
229     2529    4225
230     2529    4225
232     2531    4225
227     2529    4225
228     2529    4225
225     2529    4225
226     2529    4225
224     2529    4225
224     2533    4225
220     2533    4225
221     2534    4225
219     2534    4225
223     2534    4225
216     2533    4225
214     2529    4225
215     2533    4225
216     2529    4225
215     2529    4225
229     2534    4225
227     2534    4225
231     2534    4225
230     2533    4225
229     2533    4225
213     2531    4225
216     2531    4225
226     2533    4225
215     2531    4225
218     2531    4225
214     2531    4225
226     2534    4225
234     2530    4225
217     2531    4225
232     2530    4225
233     2530    4225
231     2530    4225
230     2530    4225
220     2531    4225
229     2530    4225
226     2528    4225
227     2530    4225
221     2531    4225
228     2530    4225
225     2530    4225
226     2530    4225
223     2531    4225
224     2531    4225
219     2531    4225
226     2531    4225
217     2530    4225
216     2537    4225
215     2537    4225
230     2538    4225
229     2538    4225
227     2538    4225
228     2538    4225
225     2538    4225
226     2538    4225
222     2538    4225
223     2538    4225
220     2538    4225
221     2538    4225
217     2538    4225
219     2538    4225
218     2538    4225
215     2538    4225
216     2538    4225
229     2536    4225
230     2536    4225
228     2536    4225
221     2539    4225
227     2536    4225
225     2536    4225
226     2536    4225
222     2536    4225
224     2536    4225
223     2536    4225
220     2536    4225
221     2536    4225
217     2540    4225
217     2536    4225
219     2536    4225
218     2536    4225
216     2536    4225
215     2536    4225
226     2540    4225
227     2539    4225
225     2540    4225
230     2540    4225
229     2540    4225
228     2540    4225
227     2540    4225
231     2535    4225
222     2540    4225
224     2540    4225
223     2540    4225
220     2540    4225
219     2540    4225
221     2540    4225
218     2540    4225
229     2535    4225
216     2540    4225
215     2540    4225
230     2535    4225
227     2535    4225
229     2537    4225
228     2535    4225
230     2537    4225
227     2537    4225
228     2537    4225
226     2537    4225
225     2535    4225
225     2537    4225
222     2537    4225
224     2537    4225
223     2537    4225
224     2538    4225
226     2535    4225
220     2537    4225
221     2537    4225
219     2537    4225
217     2537    4225
222     2535    4225
218     2537    4225
224     2535    4225
223     2535    4225
220     2535    4225
221     2535    4225
218     2535    4225
219     2535    4225
217     2535    4225
230     2539    4225
229     2539    4225
228     2539    4225
225     2539    4225
226     2539    4225
222     2539    4225
224     2539    4225
223     2539    4225
220     2539    4225
217     2539    4225
219     2539    4225
218     2539    4225
215     2539    4225
216     2539    4225
216     2535    4225
215     2535    4225
229     2541    4225
216     2541    4225
230     2541    4225
231     2541    4225
215     2541    4225
227     2541    4225
218     2541    4225
228     2541    4225
225     2541    4225
226     2541    4225
222     2541    4225
219     2542    4225
224     2541    4225
223     2542    4225
223     2541    4225
221     2541    4225
220     2541    4225
220     2543    4225
221     2542    4225
219     2541    4225
229     2542    4225
227     2542    4225
228     2542    4225
225     2542    4225
217     2541    4225
226     2542    4225
222     2542    4225
